Model,Target,GDT-TS,GDC-SC,TMscore,Global LDDT,MolProbity
boltz2,T1120.pdb,15.129999999999999,nan,0.33989,0.32634557634557637,nan
boltz2,T1122.pdb,21.740000000000002,nan,0.33108,0.38076923076923075,nan
chai1,T1104.pdb,18.48,nan,0.52056,0.386518771331058,nan
chai1,T1106s1.pdb,47.57,nan,0.47241,0.33837689133425036,nan
chai1,T1106s2.pdb,95.05,nan,0.94684,0.5697189284145806,nan
chai1,T1112.pdb,61.27,nan,0.81922,0.2811353749040348,nan
chai1,T1114s1.pdb,56.779999999999994,nan,0.50975,0.5951923076923077,nan
chai1,T1114s2.pdb,7.3,nan,0.80381,0.19942424926620006,nan
chai1,T1114s3.pdb,88.72,nan,0.9485,0.2863006364880138,nan
chai1,T1120.pdb,21.709999999999997,nan,0.53154,0.3787826287826288,nan
chai1,T1122.pdb,36.3,nan,0.49624,0.4114253393665158,nan
colabfold,T1104.pdb,20.43,nan,0.38509,0.34328782707622296,nan
colabfold,T1106s1.pdb,48.61,nan,0.51586,0.4291609353507565,nan
colabfold,T1106s2.pdb,38.96,nan,0.41297,0.46256038647342995,nan
colabfold,T1112.pdb,10.81,nan,0.28445,0.20570673035912307,nan
colabfold,T1114s1.pdb,58.9,nan,0.53771,0.6673076923076923,nan
colabfold,T1114s2.pdb,5.28,nan,0.23968,0.14218785278843982,nan
colabfold,T1114s3.pdb,6.64,nan,0.23223,0.14764142525727203,nan
colabfold,T1120.pdb,15.129999999999999,nan,0.43059,0.3198775698775699,nan
colabfold,T1122.pdb,21.740000000000002,nan,0.37213,0.3494909502262443,nan
esmfold,T1104.pdb,19.57,nan,0.87951,0.47819491846795603,nan
esmfold,T1106s1.pdb,47.22,nan,0.50195,0.46767537826685013,nan
esmfold,T1106s2.pdb,94.59,nan,0.94424,0.5709266578831796,nan
esmfold,T1112.pdb,60.709999999999994,nan,0.8147,0.28260684125223917,nan
esmfold,T1114s1.pdb,74.58,nan,0.5825,0.6302884615384615,nan
esmfold,T1114s2.pdb,6.370000000000001,nan,0.78027,0.19202980356739668,nan
esmfold,T1114s3.pdb,89.55,nan,0.96363,0.28634525013384093,nan
esmfold,T1120.pdb,22.7,nan,0.55446,0.3713906213906214,nan
esmfold,T1122.pdb,36.199999999999996,nan,0.45193,0.37369909502262444,nan
omegafold,T1104.pdb,20.87,nan,0.47206,0.37627986348122866,nan
omegafold,T1106s1.pdb,35.76,nan,0.45782,0.4621733149931224,nan
omegafold,T1106s2.pdb,48.199999999999996,nan,0.91283,0.5709266578831795,nan
omegafold,T1112.pdb,35.19,nan,0.84035,0.28593363473513606,nan
omegafold,T1114s1.pdb,53.81,nan,0.60494,0.6615384615384615,nan
omegafold,T1114s2.pdb,7.84,nan,0.66751,0.18954617295100473,nan
omegafold,T1114s3.pdb,38.379999999999995,nan,0.8962,0.27880554398905477,nan
omegafold,T1120.pdb,21.82,nan,0.51146,0.38103488103488103,nan
omegafold,T1122.pdb,21.52,nan,0.41387,0.3839932126696832,nan
openfold,T1104.pdb,18.7,nan,0.60404,0.4251042851725445,nan
openfold,T1106s1.pdb,55.559999999999995,nan,0.55388,0.4305364511691884,nan
openfold,T1106s2.pdb,41.44,nan,0.41926,0.4980237154150198,nan
openfold,T1112.pdb,8.5,nan,0.23912,0.1965580482811567,nan
openfold,T1114s1.pdb,60.17,nan,0.56785,0.6625,nan
openfold,T1114s2.pdb,5.9799999999999995,nan,0.25801,0.14752201399864528,nan
openfold,T1114s3.pdb,6.2,nan,0.23206,0.15262328237463565,nan
openfold,T1120.pdb,13.38,nan,0.35577,0.2869022869022869,nan
openfold,T1122.pdb,22.07,nan,0.37173,0.3376696832579186,nan
