Model,Target,GDT-TS,GDC-SC,TMscore,Global LDDT,MolProbity
chai1,T2280.pdb,96.26068376068376,nan,nan,0.9586114276412177,nan
esmfold,T1104.pdb,81.52173913043478,nan,nan,0.8165529010238908,nan
esmfold,T1106s1.pdb,27.11267605633802,nan,nan,0.8218707015130674,nan
esmfold,T1106s2.pdb,94.36936936936937,nan,nan,0.9575098814229248,nan
esmfold,T1112.pdb,nan,nan,nan,nan,nan
esmfold,T1114s1.pdb,54.23728813559322,nan,nan,0.8495192307692307,nan
esmfold,T1114s2.pdb,56.59937888198758,nan,nan,0.7223696093926394,nan
esmfold,T1114s3.pdb,88.28125,nan,nan,0.8611920766165011,nan
esmfold,T1120.pdb,33.55263157894737,nan,nan,0.844998844998845,nan
esmfold,T1122.pdb,22.826086956521742,nan,nan,0.5266968325791855,nan
esmfold,T1129s2.pdb,1.05691056910569,nan,nan,0.1365686801696839,nan
esmfold,T1133.pdb,91.19804400977995,nan,nan,0.91571021944725,nan
esmfold,T1134s1.pdb,88.58695652173914,nan,nan,0.90495503438547,nan
esmfold,T1134s2.pdb,4.495614035087709,nan,nan,0.2024767525035765,nan
esmfold,T1137s1.pdb,0.0,nan,nan,0.7681042654028436,nan
esmfold,T1137s2.pdb,0.0,nan,nan,0.4974372116863147,nan
esmfold,T1137s3.pdb,0.0,nan,nan,0.2692890995260663,nan
esmfold,T1137s4.pdb,0.0,nan,nan,0.2942079018028385,nan
esmfold,T1137s5.pdb,0.07042253521126,nan,nan,0.4202304453800133,nan
esmfold,T1137s6.pdb,0.0,nan,nan,0.3584039548022599,nan
esmfold,T1137s7.pdb,0.76530612244897,nan,nan,0.1955924170616113,nan
esmfold,T1137s8.pdb,0.0,nan,nan,0.3257978723404255,nan
esmfold,T1137s9.pdb,3.09187279151943,nan,nan,0.3152280130293159,nan
esmfold,T1145.pdb,11.7879746835443,nan,nan,0.6117131359586088,nan
esmfold,T1147.pdb,93.20652173913044,nan,nan,0.9259448416751788,nan
esmfold,T1151s2.pdb,84.22619047619048,nan,nan,0.8264321295143213,nan
esmfold,T1155.pdb,58.83620689655174,nan,nan,0.634465599307659,nan
esmfold,T1157s2.pdb,1.4141414141414101,nan,nan,0.2315319089512638,nan
esmfold,T1159.pdb,74.84375,nan,nan,0.7798387096774193,nan
esmfold,T1183.pdb,17.67676767676767,nan,nan,0.4288433382137628,nan
esmfold,T1185s1.pdb,64.64285714285715,nan,nan,0.8615642994241842,nan
esmfold,T1185s2.pdb,3.57142857142857,nan,nan,0.1026871401151631,nan
esmfold,T1185s4.pdb,5.35714285714285,nan,nan,0.1679462571976967,nan
esmfold,T1194.pdb,97.10365853658536,nan,nan,0.9402898922524372,nan
esmfold,T0272s2.pdb,2.76203966005665,nan,nan,0.2172670717592592,nan
esmfold,T0272s3.pdb,2.40384615384615,nan,nan,0.175415949512335,nan
esmfold,T0272s4.pdb,1.5845070422535201,nan,nan,0.176095278604849,nan
esmfold,T0272s5.pdb,1.6323024054982802,nan,nan,0.1960336027222458,nan
esmfold,T0272s6.pdb,28.499999999999996,nan,nan,0.8487196765498652,nan
esmfold,T0272s7.pdb,1.65289256198347,nan,nan,0.2005415737496018,nan
esmfold,T0272s8.pdb,0.75566750629722,nan,nan,0.1265544780376497,nan
esmfold,T0272s9.pdb,0.21097046413502,nan,nan,0.1829616923956546,nan
esmfold,T1212.pdb,41.416309012875544,nan,nan,0.7449958490914123,nan
esmfold,T1227s1.pdb,82.20663265306123,nan,nan,0.8900329489291599,nan
esmfold,T1266.pdb,55.11744966442953,nan,nan,0.6562329885683179,nan
esmfold,T1272s2.pdb,2.76203966005665,nan,nan,0.2172670717592592,nan
esmfold,T1272s3.pdb,2.40384615384615,nan,nan,0.175415949512335,nan
esmfold,T1272s4.pdb,1.5845070422535201,nan,nan,0.176095278604849,nan
esmfold,T1272s5.pdb,1.6323024054982802,nan,nan,0.1960336027222458,nan
esmfold,T1272s6.pdb,28.499999999999996,nan,nan,0.8487196765498652,nan
esmfold,T1272s7.pdb,1.65289256198347,nan,nan,0.2005415737496018,nan
esmfold,T1272s8.pdb,0.75566750629722,nan,nan,0.1265544780376497,nan
esmfold,T1272s9.pdb,0.21097046413502,nan,nan,0.1829616923956546,nan
esmfold,T1280.pdb,95.40598290598292,nan,nan,0.9533615497314016,nan
esmfold,T1299.pdb,94.49404761904762,nan,nan,0.9417835941716136,nan
esmfold,T2272s2.pdb,2.76203966005665,nan,nan,0.2172670717592592,nan
esmfold,T2272s3.pdb,2.40384615384615,nan,nan,0.175415949512335,nan
esmfold,T2272s4.pdb,1.5845070422535201,nan,nan,0.176095278604849,nan
esmfold,T2272s5.pdb,1.6323024054982802,nan,nan,0.1960336027222458,nan
esmfold,T2272s6.pdb,28.499999999999996,nan,nan,0.8487196765498652,nan
esmfold,T2272s7.pdb,1.65289256198347,nan,nan,0.2005415737496018,nan
esmfold,T2272s8.pdb,0.75566750629722,nan,nan,0.1265544780376497,nan
esmfold,T2272s9.pdb,0.21097046413502,nan,nan,0.1829616923956546,nan
esmfold,T2280.pdb,95.40598290598292,nan,nan,0.9533615497314016,nan
omegafold,T1104.pdb,35.86956521739131,nan,nan,0.4949753507773985,nan
omegafold,T1106s1.pdb,23.239436619718308,nan,nan,0.8194635488308115,nan
omegafold,T1106s2.pdb,89.41441441441442,nan,nan,0.920838823012736,nan
omegafold,T1112.pdb,nan,nan,nan,nan,nan
omegafold,T1114s1.pdb,38.559322033898304,nan,nan,0.8254807692307693,nan
omegafold,T1114s2.pdb,54.580745341614914,nan,nan,0.6369101377286069,nan
omegafold,T1114s3.pdb,72.0703125,nan,nan,0.7343406103146749,nan
omegafold,T1120.pdb,24.45175438596491,nan,nan,0.8613421113421114,nan
omegafold,T1122.pdb,18.47826086956521,nan,nan,0.4713800904977375,nan
omegafold,T1129s2.pdb,0.93495934959349,nan,nan,0.1235436458146621,nan
omegafold,T1133.pdb,89.73105134474328,nan,nan,0.9042098980809844,nan
omegafold,T1134s1.pdb,88.91304347826086,nan,nan,0.900326221125022,nan
omegafold,T1134s2.pdb,3.50877192982456,nan,nan,0.2004202432045779,nan
omegafold,T1137s1.pdb,3.69897959183673,nan,nan,0.7733175355450237,nan
omegafold,T1137s2.pdb,0.0,nan,nan,0.5056381342901076,nan
omegafold,T1137s3.pdb,0.0,nan,nan,0.2749289099526066,nan
omegafold,T1137s4.pdb,0.0,nan,nan,0.2948791714614499,nan
omegafold,T1137s5.pdb,2.11267605633802,nan,nan,0.4290937292266785,nan
omegafold,T1137s6.pdb,0.13123359580052002,nan,nan,0.3505851493139629,nan
omegafold,T1137s7.pdb,0.06377551020408,nan,nan,0.1907109004739336,nan
omegafold,T1137s8.pdb,0.0,nan,nan,0.3257978723404255,nan
omegafold,T1137s9.pdb,3.26855123674911,nan,nan,0.311400651465798,nan
omegafold,T1145.pdb,12.42088607594936,nan,nan,0.4688991089393504,nan
omegafold,T1147.pdb,92.66304347826086,nan,nan,0.9046220633299284,nan
omegafold,T1151s2.pdb,84.22619047619048,nan,nan,0.8514943960149439,nan
omegafold,T1155.pdb,56.68103448275862,nan,nan,0.6075292081350065,nan
omegafold,T1157s2.pdb,1.51515151515151,nan,nan,0.2304845691942466,nan
omegafold,T1159.pdb,52.65625000000001,nan,nan,0.6449131513647642,nan
omegafold,T1183.pdb,17.8030303030303,nan,nan,0.4242313323572474,nan
omegafold,T1185s1.pdb,64.28571428571429,nan,nan,0.8416506717850287,nan
omegafold,T1185s2.pdb,3.57142857142857,nan,nan,0.1106046065259117,nan
omegafold,T1185s4.pdb,5.35714285714285,nan,nan,0.1662667946257197,nan
omegafold,T1194.pdb,84.14634146341464,nan,nan,0.8124679322729604,nan
omegafold,T0272s2.pdb,3.3994334277620304,nan,nan,0.2164351851851851,nan
omegafold,T0272s3.pdb,0.88141025641025,nan,nan,0.1721648498756932,nan
omegafold,T0272s4.pdb,2.11267605633802,nan,nan,0.1740748617609527,nan
omegafold,T0272s5.pdb,1.20274914089347,nan,nan,0.1908230540195661,nan
omegafold,T0272s6.pdb,2.3125,nan,nan,0.7826538634321654,nan
omegafold,T0272s7.pdb,2.6859504132231398,nan,nan,0.1957629818413507,nan
omegafold,T0272s9.pdb,0.0,nan,nan,0.186249285305889,nan
omegafold,T1212.pdb,33.79828326180257,nan,nan,0.6748916151646527,nan
omegafold,T1227s1.pdb,62.244897959183675,nan,nan,0.7497940691927513,nan
omegafold,T1266.pdb,43.708053691275175,nan,nan,0.6492583015786608,nan
omegafold,T1272s2.pdb,3.3994334277620304,nan,nan,0.2164351851851851,nan
omegafold,T1272s3.pdb,0.88141025641025,nan,nan,0.1721648498756932,nan
omegafold,T1272s4.pdb,2.11267605633802,nan,nan,0.1740748617609527,nan
omegafold,T1272s5.pdb,1.20274914089347,nan,nan,0.1908230540195661,nan
omegafold,T1272s6.pdb,2.3125,nan,nan,0.7826538634321654,nan
omegafold,T1272s7.pdb,2.6859504132231398,nan,nan,0.1957629818413507,nan
omegafold,T1272s9.pdb,0.0,nan,nan,0.186249285305889,nan
omegafold,T1280.pdb,95.94017094017094,nan,nan,0.9525476151717402,nan
omegafold,T1299.pdb,95.98214285714286,nan,nan,0.946505666486778,nan
omegafold,T2272s2.pdb,3.3994334277620304,nan,nan,0.2164351851851851,nan
omegafold,T2272s3.pdb,0.88141025641025,nan,nan,0.1721648498756932,nan
omegafold,T2272s4.pdb,2.11267605633802,nan,nan,0.1740748617609527,nan
omegafold,T2272s5.pdb,1.20274914089347,nan,nan,0.1908230540195661,nan
omegafold,T2272s6.pdb,2.3125,nan,nan,0.7826538634321654,nan
omegafold,T2272s7.pdb,2.6859504132231398,nan,nan,0.1957629818413507,nan
omegafold,T2272s9.pdb,0.0,nan,nan,0.186249285305889,nan
omegafold,T2280.pdb,95.94017094017094,nan,nan,0.9525476151717402,nan
