model,target_id,n_reps,mean_best_lddt_ca,std_best_lddt_ca,min_best_lddt_ca,max_best_lddt_ca,max_abs_dev_lddt_ca,tolerance,exempt_nondeterministic,violation,per_rep_values
af2,T1133,3,0.9133458819208521,0.00084372307177895,0.912450647323478,0.914126342851896,0.001675695528417953,0.001,True,False,rep1=0.913461|rep2=0.912451|rep3=0.914126
af2,T1134s1,3,0.9301269617351439,0.0077568938989383265,0.9243519661435372,0.9389437488979016,0.014591782754364346,0.001,True,False,rep1=0.924352|rep2=0.938944|rep3=0.927085
af2,T1134s2,3,0.8319542053956019,9.816656129947994e-05,0.8318975289050102,0.8320675583767853,0.00017002947177502392,0.001,True,False,rep1=0.832068|rep2=0.831898|rep3=0.831898
af2,T1137s1,3,0.8929383886255925,0.0022783346619377042,0.8903317535545024,0.8945497630331752,0.004218009478672791,0.001,True,False,rep1=0.893934|rep2=0.894550|rep3=0.890332
af2,T1137s2,3,0.9351235559635835,0.0012783187829168894,0.934301124627037,0.9365962818453064,0.00229515721826945,0.001,True,False,rep1=0.934473|rep2=0.934301|rep3=0.936596
af2,T1137s3,3,0.9063921276771686,0.0051008166246860305,0.900645001240387,0.9103820391962292,0.009737037955842132,0.001,True,False,rep1=0.910382|rep2=0.900645|rep3=0.908149
af2,T1137s4,3,0.838632326820604,0.02457168369765576,0.8104351687388988,0.855461811722913,0.045026642984014265,0.001,True,False,rep1=0.810435|rep2=0.850000|rep3=0.855462
af2,T1137s5,3,0.9127619612495058,0.0024964128705365607,0.9102412020561488,0.9152332937920126,0.004992091735863791,0.001,True,False,rep1=0.915233|rep2=0.910241|rep3=0.912811
af2,T1137s6,3,0.9099299136003866,0.001244568126101994,0.9091444625702374,0.9113648722131592,0.0022204096429218056,0.001,True,False,rep1=0.911365|rep2=0.909144|rep3=0.909280
af2,T1137s7,3,0.8756035495236852,0.0004485099531797809,0.8751141850450216,0.8759950411066162,0.0008808560615946037,0.001,True,False,rep1=0.875701|rep2=0.875995|rep3=0.875114
af2,T1137s8,3,0.9252220995636861,0.004908544972069408,0.9196104715344584,0.9287178678441884,0.00910739630973001,0.001,True,False,rep1=0.919610|rep2=0.927338|rep3=0.928718
af2,T1137s9,3,0.9369846423417852,0.0011706675625231847,0.9356447124304268,0.9378092145949288,0.0021645021645020357,0.001,True,False,rep1=0.937809|rep2=0.935645|rep3=0.937500
af2,T1145,3,0.9316718408646659,0.0015679502205150381,0.9298752443371278,0.9327641715534092,0.002888927216281423,0.001,True,False,rep1=0.932376|rep2=0.929875|rep3=0.932764
af2,T1147,3,0.9426843808550504,0.013570829015187842,0.9348492590700052,0.9583546244251404,0.023505365355135255,0.001,True,False,rep1=0.958355|rep2=0.934849|rep3=0.934849
af2,T1151s2,3,0.8758302200083022,0.0015357667690896833,0.8740660024906601,0.87686799501868,0.0028019925280198255,0.001,True,False,rep1=0.876868|rep2=0.876557|rep3=0.874066
af2,T1155,3,0.6081061589499496,0.0026986812695900574,0.6050411077455646,0.6101254868022501,0.005084379056685462,0.001,True,False,rep1=0.610125|rep2=0.609152|rep3=0.605041
af2,T1157s2,3,0.9195027195027193,0.0002426184148561675,0.9192307692307692,0.9196969696969696,0.0004662004662003838,0.001,True,False,rep1=0.919580|rep2=0.919231|rep3=0.919697
af2,T1159,3,0.9639371381306865,0.000683321407851857,0.9632754342431762,0.9646401985111662,0.0013647642679900374,0.001,True,False,rep1=0.963896|rep2=0.964640|rep3=0.963275
af2,T1183,3,0.939924884570326,0.012096960333200556,0.9259871821376888,0.947694852181104,0.021707670043415228,0.001,True,False,rep1=0.946093|rep2=0.925987|rep3=0.947695
af2,T1185s1,3,0.8590850927703135,0.002330262681435321,0.8565259117082533,0.861084452975048,0.004558541266794669,0.001,True,False,rep1=0.856526|rep2=0.861084|rep3=0.859645
af2,T1185s2,3,0.8558558558558559,0.0012249851174333858,0.8548872706903795,0.8572328805489428,0.0023456098585632468,0.001,True,False,rep1=0.855447|rep2=0.854887|rep3=0.857233
af2,T1185s4,3,0.8715258519751031,0.0005552727334363057,0.870955814383435,0.8720650767239786,0.0011092623405436486,0.001,True,False,rep1=0.871557|rep2=0.872065|rep3=0.870956
af2,T1194,3,0.8886180947494443,0.0078109329968127535,0.8805156490507953,0.8961005643919959,0.015584915341200656,0.001,True,False,rep1=0.880516|rep2=0.889238|rep3=0.896101
af2,T1212,3,0.9141914952495158,0.015486495738525865,0.8963425883221106,0.9240614334470988,0.027718845124988234,0.001,True,False,rep1=0.924061|rep2=0.922170|rep3=0.896343
af2,T1227s1,3,0.9090815485996705,0.00016075468488478865,0.9089013591433276,0.909210255354201,0.00030889621087337726,0.001,True,False,rep1=0.909133|rep2=0.909210|rep3=0.908901
af2,T1266,3,0.7402581201233897,0.1585661100834736,0.6177871529667937,0.9193658138268916,0.301578660860098,0.001,True,False,rep1=0.683621|rep2=0.919366|rep3=0.617787
af2,T1272s2,3,0.8676197326619913,0.00701389557096921,0.8627045495414495,0.8756518611760474,0.012947311634597947,0.001,True,False,rep1=0.864503|rep2=0.862705|rep3=0.875652
af2,T1272s3,3,0.8126422927547877,0.01273924364803738,0.8032342306147047,0.8271394134190437,0.023905182804339065,0.001,True,False,rep1=0.807553|rep2=0.803234|rep3=0.827139
af2,T1272s4,3,0.8511115575197538,0.01574131760816434,0.8329650462032946,0.8610887906789876,0.02812374447569299,0.001,True,False,rep1=0.859281|rep2=0.832965|rep3=0.861089
af2,T1272s5,3,0.8483213429256594,0.0055928465104542495,0.8422262190247801,0.8532174260591526,0.010991207034372508,0.001,True,False,rep1=0.849520|rep2=0.842226|rep3=0.853217
af2,T1272s6,3,0.8878219526804433,0.004428768246097902,0.8842374213836478,0.8927729110512129,0.008535489667565122,0.001,True,False,rep1=0.892773|rep2=0.884237|rep3=0.886456
af2,T1272s7,3,0.7570181255526083,0.001164417965611473,0.7558023872679045,0.7581233421750663,0.0023209549071617763,0.001,True,False,rep1=0.758123|rep2=0.755802|rep3=0.757129
af2,T1272s9,3,0.8762788008184326,0.0007349306841854678,0.8754336802775554,0.8767680811315719,0.001334400854016482,0.001,True,False,rep1=0.876635|rep2=0.875434|rep3=0.876768
af2,T1280,3,0.9441369580552391,0.004992002943832275,0.940297900048836,0.9497802376688916,0.00948233762005568,0.001,True,False,rep1=0.940298|rep2=0.942333|rep3=0.949780
af2,T1299,3,0.9501933801043353,0.0006375898038657555,0.9494738262277388,0.9506880733944956,0.0012142471667567767,0.001,True,False,rep1=0.949474|rep2=0.950688|rep3=0.950418
boltz2,T1104,3,0.932467450385539,0.008074741584942521,0.9238718240424724,0.9398938187334092,0.01602199469093679,0.001,False,True,rep1=0.933637|rep2=0.923872|rep3=0.939894
boltz2,T1106s1,3,0.8835396607060981,0.0053752288343390095,0.8786107290233838,0.8892709766162311,0.010660247592847338,0.001,False,True,rep1=0.889271|rep2=0.882737|rep3=0.878611
boltz2,T1106s2,3,0.9472990777338604,0.0009571583099562533,0.9462011418533158,0.9479578392621872,0.0017566974088714105,0.001,False,True,rep1=0.947738|rep2=0.947958|rep3=0.946201
boltz2,T1112,3,0.8761764622252551,0.0024846229847667743,0.873709801245415,0.878678665870511,0.004968864625096048,0.001,False,True,rep1=0.878679|rep2=0.876141|rep3=0.873710
boltz2,T1114s1,3,0.7346153846153847,0.01951117681509905,0.7158653846153846,0.7548076923076923,0.038942307692307665,0.001,False,True,rep1=0.754808|rep2=0.733173|rep3=0.715865
boltz2,T1114s2,3,0.9507507337999549,0.005623407892631262,0.9442594265071124,0.9541375028223076,0.009878076315195217,0.001,False,True,rep1=0.954138|rep2=0.953855|rep3=0.944259
boltz2,T1114s3,3,0.9704855947494696,0.0031575457616979524,0.9683243114627328,0.9741092142049848,0.005784902742251963,0.001,False,True,rep1=0.974109|rep2=0.969023|rep3=0.968324
boltz2,T1120,3,0.9197274197274198,0.004855128102791259,0.9142989142989144,0.9236544236544236,0.009355509355509217,0.001,False,True,rep1=0.921229|rep2=0.914299|rep3=0.923654
boltz2,T1122,3,0.45682503770739064,0.022421768559056414,0.4355769230769231,0.4802601809954752,0.0446832579185521,0.001,False,True,rep1=0.435577|rep2=0.480260|rep3=0.454638
boltz2,T1129s2,3,0.794309413580247,0.0055444174050245905,0.7883969907407408,0.7993923611111111,0.01099537037037035,0.001,False,True,rep1=0.799392|rep2=0.788397|rep3=0.795139
boltz2,T1133,3,0.9196125241024701,0.0014855100254672435,0.918556606372234,0.921311174364154,0.002754567991919976,0.001,False,True,rep1=0.918557|rep2=0.921311|rep3=0.918970
boltz2,T1134s1,3,0.977884558866749,0.0026689294852425454,0.9754452477517191,0.980735320049374,0.00529007229765488,0.001,False,True,rep1=0.977473|rep2=0.980735|rep3=0.975445
boltz2,T1134s2,3,0.8373762563288748,0.0013440018447693153,0.8361482656993879,0.8388120607571979,0.0026637950578100034,0.001,False,True,rep1=0.836148|rep2=0.838812|rep3=0.837168
boltz2,T1137s1,3,0.81913112164297,0.018877220083817533,0.8044549763033175,0.8404265402843601,0.03597156398104262,0.001,False,True,rep1=0.812512|rep2=0.804455|rep3=0.840427
boltz2,T1137s2,3,0.8828896029378012,0.008397931334950879,0.8736515951342667,0.8900619692448933,0.016410374110626624,0.001,False,True,rep1=0.890062|rep2=0.884955|rep3=0.873652
boltz2,T1137s3,3,0.8638261804349624,0.01567904285379533,0.8541304887124782,0.8819151575291492,0.027784668816670965,0.001,False,True,rep1=0.881915|rep2=0.854130|rep3=0.855433
boltz2,T1137s4,3,0.8185316755476614,0.00813282067374279,0.8092806394316163,0.8245559502664298,0.015275310834813483,0.001,False,True,rep1=0.824556|rep2=0.809281|rep3=0.821758
boltz2,T1137s5,3,0.838967971530249,0.014332109506172443,0.8251285092922104,0.8537465401344404,0.028618030842230024,0.001,False,True,rep1=0.825129|rep2=0.853747|rep3=0.838029
boltz2,T1137s6,3,0.8297534892151531,0.010966947359387622,0.8179264092804059,0.8395867319195215,0.021660322639115548,0.001,False,True,rep1=0.817926|rep2=0.839587|rep3=0.831747
boltz2,T1137s7,3,0.8986363043194573,0.0037296009096160062,0.8964504763147593,0.9029427117316978,0.006492235416938552,0.001,False,True,rep1=0.896516|rep2=0.902943|rep3=0.896450
boltz2,T1137s8,3,0.9542001787310098,0.004085361325952622,0.9509935341428796,0.9587998738369344,0.007806339694054865,0.001,False,True,rep1=0.952807|rep2=0.958800|rep3=0.950994
boltz2,T1137s9,3,0.9394197072768501,0.0035311637717265402,0.935722016079159,0.942756648113791,0.00703463203463206,0.001,False,True,rep1=0.942757|rep2=0.935722|rep3=0.939780
boltz2,T1145,3,0.9280834387336628,0.0022226428467011627,0.9257215131654594,0.9301339542370932,0.004412441071633855,0.001,False,True,rep1=0.930134|rep2=0.928395|rep3=0.925722
boltz2,T1147,3,0.9789644012944984,0.003207261123769444,0.9762391415431784,0.9824987225344916,0.006259580991313185,0.001,False,True,rep1=0.976239|rep2=0.978155|rep3=0.982499
boltz2,T1151s2,3,0.871834786218348,0.008429486827855243,0.8642590286425904,0.8809153175591532,0.01665628891656279,0.001,False,True,rep1=0.880915|rep2=0.864259|rep3=0.870330
boltz2,T1155,3,0.6150295687292658,0.026859238050025724,0.5902206836867157,0.6435525746430116,0.05333189095629598,0.001,False,True,rep1=0.643553|rep2=0.611315|rep3=0.590221
boltz2,T1157s2,3,0.9152292152292153,0.006094505040480906,0.9085081585081584,0.9203962703962704,0.011888111888112007,0.001,False,True,rep1=0.916783|rep2=0.908508|rep3=0.920396
boltz2,T1159,3,0.9707816377171216,0.0009367040242271468,0.9699131513647644,0.9717741935483872,0.0018610421836228186,0.001,False,True,rep1=0.970658|rep2=0.971774|rep3=0.969913
boltz2,T1183,3,0.9510371442354076,0.0041394218126982445,0.9465060988215837,0.954620632623527,0.00811453380194338,0.001,False,True,rep1=0.946506|rep2=0.951985|rep3=0.954621
boltz2,T1185s1,3,0.8613243761996161,0.0007197696737044068,0.8606046065259116,0.8620441458733205,0.0014395393474088136,0.001,False,True,rep1=0.862044|rep2=0.861324|rep3=0.860605
boltz2,T1185s2,3,0.8277668860570415,0.005046211254091641,0.8228539420249265,0.8329365635065117,0.01008262148158523,0.001,False,True,rep1=0.822854|rep2=0.827510|rep3=0.832937
boltz2,T1185s4,3,0.8736827509706045,0.0026914537551377808,0.8711406914401923,0.8765021260861526,0.0053614346459602835,0.001,False,True,rep1=0.876502|rep2=0.873405|rep3=0.871141
boltz2,T1194,3,0.9587822815118864,0.00809996338350191,0.9496536685479732,0.965110312981016,0.015456644433042843,0.001,False,True,rep1=0.961583|rep2=0.949654|rep3=0.965110
boltz2,T1212,3,0.9125388186821635,0.0019316381357072248,0.91052485933032,0.9143759800756388,0.0038511207453187923,0.001,False,True,rep1=0.914376|rep2=0.910525|rep3=0.912716
boltz2,T1227s1,3,0.8984589511257551,0.0012963864994020502,0.8975494233937397,0.8999433690280065,0.0023939456342668697,0.001,False,True,rep1=0.899943|rep2=0.897884|rep3=0.897549
boltz2,T1266,3,0.9529123571039739,0.0046910854294078385,0.947638813282526,0.9566208492106696,0.008982035928143617,0.001,False,True,rep1=0.956621|rep2=0.947639|rep3=0.954477
boltz2,T1272s2,3,0.8534286399328658,0.013112526861114842,0.8387430318288078,0.8639633159503687,0.025220284121560854,0.001,False,True,rep1=0.838743|rep2=0.857580|rep3=0.863963
boltz2,T1272s3,3,0.66649926342574,0.0020346209460611205,0.6642225793491362,0.668139815186822,0.003917235837685773,0.001,False,True,rep1=0.664223|rep2=0.668140|rep3=0.667135
boltz2,T1272s4,3,0.7745747957680461,0.012359801989292854,0.7603455202892728,0.7826436319807151,0.022298111691442246,0.001,False,True,rep1=0.760346|rep2=0.780735|rep3=0.782644
boltz2,T1272s5,3,0.6638689048760992,0.055090218425574655,0.6016187050359713,0.7063349320543565,0.10471622701838523,0.001,False,True,rep1=0.706335|rep2=0.683653|rep3=0.601619
boltz2,T1272s6,3,0.861597783767595,0.0057108317770906735,0.8561039982030548,0.8675033692722371,0.011399371069182318,0.001,False,True,rep1=0.867503|rep2=0.856104|rep3=0.861186
boltz2,T1272s7,3,0.7420977011494253,0.016588469440400187,0.7274535809018567,0.7601127320954907,0.03265915119363394,0.001,False,True,rep1=0.760113|rep2=0.727454|rep3=0.738727
boltz2,T1272s9,3,0.8310870918957388,0.013567374812652976,0.8157192420603149,0.8414064585001335,0.02568721643981864,0.001,False,True,rep1=0.815719|rep2=0.836136|rep3=0.841406
boltz2,T1280,3,0.9495089261490043,0.008425140121109473,0.9400130229529546,0.9560882305062672,0.016075207553312598,0.001,False,True,rep1=0.952426|rep2=0.956088|rep3=0.940013
boltz2,T1299,3,0.9152950170894045,0.004073453635581929,0.9127765785213168,0.9199946033459256,0.007218024824608871,0.001,False,True,rep1=0.912777|rep2=0.919995|rep3=0.913114
chai1,T1104,3,0.5518897737327771,0.045830433980026286,0.4990519529768676,0.5808684110731892,0.0818164580963216,0.001,False,True,rep1=0.580868|rep2=0.575749|rep3=0.499052
chai1,T1106s1,3,0.7635259055479139,0.035003657084491525,0.7231774415405777,0.7857634112792298,0.06258596973865205,0.001,False,True,rep1=0.781637|rep2=0.723177|rep3=0.785763
chai1,T1106s2,3,0.9531181379007466,0.0037086837404599116,0.9488361879666228,0.9553140096618358,0.0064778216952129375,0.001,False,True,rep1=0.955314|rep2=0.948836|rep3=0.955204
chai1,T1112,3,0.8653146236742586,0.0038407595676707273,0.8612130000853023,0.8688262390173163,0.007613238932013933,0.001,False,True,rep1=0.861213|rep2=0.865905|rep3=0.868826
chai1,T1114s1,3,0.7778846153846155,0.01690913980295094,0.7620192307692308,0.795673076923077,0.033653846153846145,0.001,False,True,rep1=0.762019|rep2=0.795673|rep3=0.775962
chai1,T1114s2,3,0.7282776397982991,0.006888762595390503,0.721494694061865,0.735267554752766,0.013772860690901001,0.001,False,True,rep1=0.721495|rep2=0.728071|rep3=0.735268
chai1,T1114s3,3,0.8777040826443003,0.011832239546789962,0.865742668490869,0.8894027719945273,0.023660103503658325,0.001,False,True,rep1=0.889403|rep2=0.865743|rep3=0.877967
chai1,T1120,3,0.8494840994840995,0.0038698284540312354,0.8452298452298452,0.8527951027951028,0.00756525756525761,0.001,False,True,rep1=0.850427|rep2=0.852795|rep3=0.845230
chai1,T1122,3,0.5116892911010558,0.014679899310735474,0.495814479638009,0.5247737556561085,0.0289592760180995,0.001,False,True,rep1=0.514480|rep2=0.495814|rep3=0.524774
chai1,T1129s2,3,0.19069733796296293,0.018250975573019766,0.1724826388888888,0.208984375,0.03650173611111121,0.001,False,True,rep1=0.172483|rep2=0.208984|rep3=0.190625
chai1,T1133,3,0.9208520796988341,0.0005856831706075394,0.920278211367184,0.92144890276375,0.0011706913965660037,0.001,False,True,rep1=0.920278|rep2=0.921449|rep3=0.920829
chai1,T1134s1,3,0.9221624639981191,0.01148387233066337,0.9139481572914828,0.935284782225357,0.021336624933874226,0.001,False,True,rep1=0.913948|rep2=0.935285|rep3=0.917254
chai1,T1134s2,3,0.8276467921106324,0.0005406592617416138,0.8270800272047155,0.8281568805259578,0.0010768533212422993,0.001,False,True,rep1=0.827703|rep2=0.827080|rep3=0.828157
chai1,T1137s1,3,0.802385466034755,0.004737519398892334,0.7969194312796207,0.8053080568720379,0.008388625592417154,0.001,False,True,rep1=0.796919|rep2=0.804929|rep3=0.805308
chai1,T1137s2,3,0.8775342360951726,0.010839202442852063,0.8661349552444343,0.8877094330961671,0.02157447785173283,0.001,False,True,rep1=0.866135|rep2=0.887709|rep3=0.878758
chai1,T1137s3,3,0.8857810303481353,0.015428905277373206,0.8737906226742744,0.9031877945919128,0.029397171917638354,0.001,False,True,rep1=0.873791|rep2=0.880365|rep3=0.903188
chai1,T1137s4,3,0.730683836589698,0.007349123705395958,0.7238454706927175,0.7384547069271759,0.014609236234458312,0.001,False,True,rep1=0.729751|rep2=0.723845|rep3=0.738455
chai1,T1137s5,3,0.8386714116251482,0.009175402434403913,0.8287366548042704,0.8468268090154211,0.018090154211150677,0.001,False,True,rep1=0.828737|rep2=0.846827|rep3=0.840451
chai1,T1137s6,3,0.8082442148510665,0.009834112759626786,0.7984864962842124,0.818152981692949,0.01966648540873661,0.001,False,True,rep1=0.798486|rep2=0.818153|rep3=0.808093
chai1,T1137s7,3,0.8269172212797424,0.0022565860455024127,0.8253621297142111,0.8295054156335638,0.004143285919352757,0.001,False,True,rep1=0.829505|rep2=0.825884|rep3=0.825362
chai1,T1137s8,3,0.8920780108289964,0.00020231830308499923,0.8918545970667087,0.8922488566472165,0.0003942595805078719,0.001,False,False,rep1=0.892131|rep2=0.892249|rep3=0.891855
chai1,T1137s9,3,0.8655818387961244,0.0023965170112001076,0.8631725417439703,0.8679653679653679,0.00479282622139765,0.001,False,True,rep1=0.863173|rep2=0.865608|rep3=0.867965
chai1,T1145,3,0.6095396880150243,0.001941459544054855,0.6082988386800047,0.6117770495573186,0.0034782108773139253,0.001,False,True,rep1=0.611777|rep2=0.608299|rep3=0.608543
chai1,T1147,3,0.9283341849770057,0.011302501972710646,0.9211803781297904,0.9413643331630046,0.02018395503321424,0.001,False,True,rep1=0.921180|rep2=0.941364|rep3=0.922458
chai1,T1151s2,3,0.7992943129929432,0.014644491008893274,0.7875155666251556,0.8156911581569116,0.028175591531755972,0.001,False,True,rep1=0.815691|rep2=0.787516|rep3=0.794676
chai1,T1155,3,0.5757608538872061,0.018814728988185467,0.5552790999567286,0.5922760709649503,0.036996971008221635,0.001,False,True,rep1=0.592276|rep2=0.579727|rep3=0.555279
chai1,T1157s2,3,0.9052680652680652,0.011982984478771953,0.8955244755244756,0.9186480186480186,0.023123543123543033,0.001,False,True,rep1=0.895524|rep2=0.918648|rep3=0.901632
chai1,T1159,3,0.6541563275434243,0.016675233366165217,0.6367866004962779,0.6700372208436725,0.033250620347394566,0.001,False,True,rep1=0.670037|rep2=0.655645|rep3=0.636787
chai1,T1183,3,0.9416477155261527,0.0041512361746857416,0.93849493487699,0.9463510440355593,0.007856109158569269,0.001,False,True,rep1=0.940097|rep2=0.946351|rep3=0.938495
chai1,T1185s1,3,0.8508477287268074,0.013555839121476537,0.8363723608445297,0.8632437619961613,0.026871401151631558,0.001,False,True,rep1=0.852927|rep2=0.836372|rep3=0.863244
chai1,T1185s2,3,0.8329715726088783,0.004185308537705718,0.8304509172384821,0.8378028287354712,0.007351911496989105,0.001,False,True,rep1=0.830451|rep2=0.837803|rep3=0.830661
chai1,T1185s4,3,0.8496025143279718,0.0022132223874677514,0.8472453318543168,0.8516361619523017,0.00439083009798491,0.001,False,True,rep1=0.847245|rep2=0.849926|rep3=0.851636
chai1,T1194,3,0.831537540619121,0.031121251348982183,0.805861980502822,0.866149307337096,0.06028732683427407,0.001,False,True,rep1=0.866149|rep2=0.805862|rep3=0.822601
chai1,T1212,3,0.7521523229714356,0.004879720280755168,0.7465178489069274,0.7550041509085877,0.00848630200166034,0.001,False,True,rep1=0.746518|rep2=0.754935|rep3=0.755004
chai1,T1227s1,3,0.8842840472267985,0.008098195175030397,0.875823723228995,0.891963550247117,0.016139827018122,0.001,False,True,rep1=0.885065|rep2=0.875824|rep3=0.891964
chai1,T1266,3,0.721171293776084,0.008347766814418494,0.715194610778443,0.7307090364725095,0.01551442569406647,0.001,False,True,rep1=0.717610|rep2=0.730709|rep3=0.715195
chai1,T1272s2,3,0.8407360786429298,0.00816236195441749,0.8313253012048192,0.8458910267937422,0.014565725588922995,0.001,False,True,rep1=0.844992|rep2=0.845891|rep3=0.831325
chai1,T1272s3,3,0.781203964108745,0.020204149519885983,0.7579349136199277,0.7942948975492166,0.03635998392928885,0.001,False,True,rep1=0.791382|rep2=0.757935|rep3=0.794295
chai1,T1272s4,3,0.8590464711396812,0.006306549126193223,0.8518481317798313,0.8635998392928887,0.01175170751305743,0.001,False,True,rep1=0.851848|rep2=0.863600|rep3=0.861691
chai1,T1272s5,3,0.8558819610977885,0.010388003046729752,0.8482214228617106,0.8677058353317346,0.01948441247002397,0.001,False,True,rep1=0.848221|rep2=0.851719|rep3=0.867706
chai1,T1272s6,3,0.8019429469901168,0.006040268226048496,0.796187106918239,0.8082322551662173,0.01204514824797831,0.001,False,True,rep1=0.808232|rep2=0.796187|rep3=0.801409
chai1,T1272s7,3,0.6291445623342176,0.0065226510520245634,0.6231763925729443,0.636107427055703,0.012931034482758674,0.001,False,True,rep1=0.628150|rep2=0.623176|rep3=0.636107
chai1,T1272s9,3,0.8183880437683478,0.008061537338914038,0.8118494795836668,0.8273952495329596,0.015545769949292798,0.001,False,True,rep1=0.827395|rep2=0.811849|rep3=0.815919
chai1,T1280,3,0.9615687232079874,0.005723258474595975,0.9567393781539963,0.9678902816213576,0.01115090346736125,0.001,False,True,rep1=0.960077|rep2=0.956739|rep3=0.967890
chai1,T1299,3,0.9452239611440906,0.014176011056792063,0.9290339989206692,0.95541014570966,0.026376146788990806,0.001,False,True,rep1=0.951228|rep2=0.929034|rep3=0.955410
colabfold,T1104,3,0.8796612311970674,0.000602090724410885,0.8793136139552522,0.8803564656806978,0.0010428517254456038,0.001,False,True,rep1=0.879314|rep2=0.880356|rep3=0.879314
colabfold,T1106s1,3,0.8771205868867492,0.0005252837797977654,0.876547455295736,0.8775790921595599,0.0010316368638239037,0.001,False,True,rep1=0.877579|rep2=0.877235|rep3=0.876547
colabfold,T1106s2,3,0.9453593910115649,0.00012677871523701428,0.9452129995608256,0.9454325867369344,0.00021958717610881529,0.001,False,False,rep1=0.945433|rep2=0.945213|rep3=0.945433
colabfold,T1112,3,0.8873155335664932,0.0,0.8873155335664932,0.8873155335664932,0.0,0.001,False,False,rep1=0.887316|rep2=0.887316|rep3=0.887316
colabfold,T1114s1,3,0.8596153846153847,0.0,0.8596153846153847,0.8596153846153847,0.0,0.001,False,False,rep1=0.859615|rep2=0.859615|rep3=0.859615
colabfold,T1114s2,3,0.9122074207872356,0.00021922142315287707,0.9120286746443892,0.9124520207721832,0.00042334612779404424,0.001,False,False,rep1=0.912452|rep2=0.912029|rep3=0.912142
colabfold,T1114s3,3,0.9350970594650327,0.00017363908441031116,0.9349086907382071,0.9352507286895484,0.00034203795134124526,0.001,False,False,rep1=0.935132|rep2=0.935251|rep3=0.934909
colabfold,T1120,3,0.882940632940633,0.0004360033746402905,0.8824786324786325,0.8833448833448834,0.0008662508662509172,0.001,False,False,rep1=0.883345|rep2=0.882998|rep3=0.882479
colabfold,T1122,3,0.4590497737556561,0.003089188191045549,0.4571266968325792,0.4626131221719457,0.005486425339366496,0.001,False,True,rep1=0.457127|rep2=0.462613|rep3=0.457410
colabfold,T1129s2,3,0.7003761574074074,0.00035082047607010793,0.7001736111111111,0.70078125,0.0006076388888889284,0.001,False,False,rep1=0.700174|rep2=0.700174|rep3=0.700781
colabfold,T1133,3,0.9158173415358247,0.00014578213573329812,0.915733174180516,0.915985676246442,0.0002525020659259747,0.001,False,False,rep1=0.915733|rep2=0.915733|rep3=0.915986
colabfold,T1134s1,3,0.9399576794216187,0.00019215742124584762,0.9398254276141772,0.9401780991006876,0.00035267148651041413,0.001,False,False,rep1=0.939825|rep2=0.939870|rep3=0.940178
colabfold,T1134s2,3,0.8318975289050102,0.00019633312259895988,0.8317841759238269,0.832124234867377,0.00034005894355004784,0.001,False,False,rep1=0.831784|rep2=0.832124|rep3=0.831784
colabfold,T1137s1,3,0.8939968404423381,0.00015234835325425943,0.8938862559241707,0.8941706161137442,0.00028436018957345155,0.001,False,False,rep1=0.893934|rep2=0.894171|rep3=0.893886
colabfold,T1137s2,3,0.9307818835590238,6.625548188998693e-05,0.9307436309387194,0.9308583887996328,0.000114757860913417,0.001,False,False,rep1=0.930744|rep2=0.930744|rep3=0.930858
